site_id,site_name,commissioned_date,province,district,latitude,longitude,array_size_kwp,panel_type,notes,created_at,updated_at
BB011,BB0011,06.07.21,Battambang,,,,4.72,590W 78MH590W,PO: PON2021300935 | Project: Solar 2021-500 sites | Grid: Grid | Power: Grid+Solar | Avg Load: 5.8 kW,31.10.25 03:26,31.10.25 03:26
BB034,BB0034R5,09.07.21,Battambang,,,,4.72,590W 78MH590W,PO: PON2021300935 | Project: Solar 2021-500 sites | Grid: Grid | Power: Grid+Solar | Avg Load: 9.4 kW,31.10.25 03:26,31.10.25 03:26
BB037,BB0037R5,03.07.21,Battambang,,,,4.72,590W 78MH590W,PO: PON2021300935 | Project: Solar 2021-500 sites | Grid: Grid | Power: Grid+Solar | Avg Load: 4.6 kW,31.10.25 03:26,31.10.25 03:26
BB042,BB0042RD,03.10.22,Battambang,,,,5.32,665W MH-665W,PO: PON2022301849 | Project: Solar 2022-92 Sites | Grid: Grid | Power: Grid+Solar | Avg Load: 4.9 kW,31.10.25 03:26,31.10.25 03:26
BB046,BB0046P,17.07.21,Battambang,,,,4.72,590W 78MH590W,PO: PON2021300935 | Project: Solar 2021-500 sites | Grid: Grid | Power: Grid+Solar | Avg Load: 3.8 kW,31.10.25 03:26,31.10.25 03:26
BB047,BB0047P,15.07.21,Battambang,,,,4.72,590W 78MH590W,PO: PON2021300935 | Project: Solar 2021-500 sites | Grid: Grid | Power: Grid+Solar | Avg Load: 4.8 kW,31.10.25 03:26,31.10.25 03:26
BB048,BB0048P,14.01.21,Battambang,,,,2.61,435W JKM-435M,PO: PON2020301281 | Project: Pilot site | Grid: Grid | Power: Grid+Solar | Avg Load: 3.3 kW,31.10.25 03:26,31.10.25 03:26
BB051,BB0051P,10.07.21,Battambang,,,,4.72,590W 78MH590W,PO: PON2021300935 | Project: Solar 2021-500 sites | Grid: Grid | Power: Grid+Solar | Avg Load: 7.6 kW,31.10.25 03:26,31.10.25 03:26
BB052,BB0052P,06.07.21,Battambang,,,,4.72,590W 78MH590W,PO: PON2021300935 | Project: Solar 2021-500 sites | Grid: Grid | Power: Grid+Solar | Avg Load: 5.9 kW,31.10.25 03:26,31.10.25 03:26
BB053,BB0053P,13.07.21,Battambang,,,,4.72,590W 78MH590W,PO: PON2021300935 | Project: Solar 2021-500 sites | Grid: Grid | Power: Grid+Solar | Avg Load: 6.2 kW,31.10.25 03:26,31.10.25 03:26
BB055,BB0055P,12.07.21,Battambang,,,,4.72,590W 78MH590W,PO: PON2021300935 | Project: Solar 2021-500 sites | Grid: Grid | Power: Grid+Solar | Avg Load: 6.6 kW,31.10.25 03:26,31.10.25 03:26
BB057,BB0057P,12.07.21,Battambang,,,,4.72,590W 78MH590W,PO: PON2021300935 | Project: Solar 2021-500 sites | Grid: Grid | Power: Grid+Solar | Avg Load: 3.3 kW,31.10.25 03:26,31.10.25 03:26
BB058,BB0058P,03.10.22,Battambang,,,,5.32,665W MH-665W,PO: PON2022301849 | Project: Solar 2022-92 Sites | Grid: Grid | Power: Grid+Solar | Avg Load: 5.2 kW,31.10.25 03:26,31.10.25 03:26
BB059,BB0059P,02.10.22,Battambang,,,,3.99,665W MH-665W,PO: PON2022301849 | Project: Solar 2022-92 Sites | Grid: Grid | Power: Grid+Solar | Avg Load: 4.5 kW,31.10.25 03:26,31.10.25 03:26
BB061,BB0061P,07.08.24,Battambang,,,,8.4,700W NB-700W,PO: PON2024300476 | Project: Solar 2024-150 sites | Grid: Grid | Power: Grid+Solar | Avg Load: 3.9 kW,31.10.25 03:26,31.10.25 03:26
BB062,BB0062P,14.08.20,Battambang,,,,3.48,435W JKM-435M,PO: PON2020301281 | Project: Solar 2020-Phase 2 | Grid: Grid | Power: Grid+Solar | Avg Load: 3.4 kW,31.10.25 03:26,31.10.25 03:26
BB063,BB0063P,01.08.23,Battambang,,,,10.62,590W 78MH590W,PO: PON2023300151 | Project: Solar 2023-Pure Solar 12 sites | Grid: No Grid | Power: PowerCube+Solar | Avg Load: 3.7 kW,31.10.25 03:26,31.10.25 03:26
BB066,BB0066P,06.08.24,Battambang,,,,7,700W NB-700W,PO: PON2024300476 | Project: Solar 2024-150 sites | Grid: Grid | Power: Grid+Solar | Avg Load: 4.6 kW,31.10.25 03:26,31.10.25 03:26
BB068,BB0068P,12.07.21,Battambang,,,,4.72,590W 78MH590W,PO: PON2021300935 | Project: Solar 2021-500 sites | Grid: Grid | Power: Grid+Solar | Avg Load: 4.9 kW,31.10.25 03:26,31.10.25 03:26
BB069,BB0069R5,09.07.21,Battambang,,,,4.72,590W 78MH590W,PO: PON2021300935 | Project: Solar 2021-500 sites | Grid: Grid | Power: Grid+Solar | Avg Load: 4.9 kW,31.10.25 03:26,31.10.25 03:26
BB070,BB0070P,19.10.23,Battambang,,,,4.02,670W MH-670W,PO: PON2023301434 | Project: Solar 2023-71 sites to offgrid | Grid: No Grid | Power: PowerCube+Solar | Avg Load: 2.9 kW,31.10.25 03:26,31.10.25 03:26
BB071,BB0071P,22.08.20,Battambang,,,,5.22,435W JKM-435M,PO: PON2020301281 | Project: Solar 2020-Phase 2 | Grid: Grid | Power: Grid+Solar | Avg Load: 6.6 kW,31.10.25 03:26,31.10.25 03:26
BB072,BB0072P,25.12.23,Battambang,,,,3.99,665W MH-665W,PO: PON2023301522 | Project: Solar 2023-100 Sites | Grid: Grid | Power: Grid+Solar | Avg Load: 8.1 kW,31.10.25 03:26,31.10.25 03:26
BB073,BB0073P,18.07.21,Battambang,,,,4.72,590W 78MH590W,PO: PON2021300935 | Project: Solar 2021-500 sites | Grid: Grid | Power: Grid+Solar | Avg Load: 3.0 kW,31.10.25 03:26,31.10.25 03:26
BB074,BB0074P,20.07.21,Battambang,,,,4.72,590W 78MH590W,PO: PON2021300935 | Project: Solar 2021-500 sites | Grid: Grid | Power: Grid+Solar | Avg Load: 4.8 kW,31.10.25 03:26,31.10.25 03:26
BB076,BB0076P,13.07.21,Battambang,,,,4.72,590W 78MH590W,PO: PON2021300935 | Project: Solar 2021-500 sites | Grid: Grid | Power: Grid+Solar | Avg Load: 4.4 kW,31.10.25 03:26,31.10.25 03:26
BB078,BB0078,26.05.22,Battambang,,,,3.9,650W MH-650W,PO: PON2022300392 | Project: Solar 2022-150 Sites | Grid: Grid | Power: Grid+Solar | Avg Load: 12.8 kW,31.10.25 03:26,31.10.25 03:26
BB081,BB0081,06.08.24,Battambang,,,,4.2,700W NB-700W,PO: PON2024300476 | Project: Solar 2024-150 sites | Grid: Grid | Power: Grid+Solar | Avg Load: 7.4 kW,31.10.25 03:26,31.10.25 03:26
BB082,BB0082P,17.07.21,Battambang,,,,4.72,590W 78MH590W,PO: PON2021300935 | Project: Solar 2021-500 sites | Grid: Grid | Power: Grid+Solar | Avg Load: 3.5 kW,31.10.25 03:26,31.10.25 03:26
BB083,BB0083P,16.07.21,Battambang,,,,4.72,590W 78MH590W,PO: PON2021300935 | Project: Solar 2021-500 sites | Grid: Grid | Power: Grid+Solar | Avg Load: 5.2 kW,31.10.25 03:26,31.10.25 03:26
BB084,BB0084,06.08.24,Battambang,,,,8.4,700W NB-700W,PO: PON2024300476 | Project: Solar 2024-150 sites | Grid: Grid | Power: Grid+Solar | Avg Load: 6.3 kW,31.10.25 03:26,31.10.25 03:26
BB085,BB0085P,16.07.21,Battambang,,,,4.72,590W 78MH590W,PO: PON2021300935 | Project: Solar 2021-500 sites | Grid: Grid | Power: Grid+Solar | Avg Load: 6.9 kW,31.10.25 03:26,31.10.25 03:26
BB088,BB0088P,05.07.21,Battambang,,,,4.72,590W 78MH590W,PO: PON2021300935 | Project: Solar 2021-500 sites | Grid: Grid | Power: Grid+Solar | Avg Load: 5.9 kW,31.10.25 03:26,31.10.25 03:26
BB090,BB0090R5,16.07.21,Battambang,,,,4.72,590W 78MH590W,PO: PON2021300935 | Project: Solar 2021-500 sites | Grid: Grid | Power: Grid+Solar | Avg Load: 7.9 kW,31.10.25 03:26,31.10.25 03:26
BB091,BB0091,05.07.21,Battambang,,,,4.72,590W 78MH590W,PO: PON2021300935 | Project: Solar 2021-500 sites | Grid: Grid | Power: Grid+Solar | Avg Load: 7.1 kW,31.10.25 03:26,31.10.25 03:26
BB092,BB0092,02.05.24,Battambang,,,,4.2,700W NB-700W,PO: PON2024300476 | Project: Solar 2024-150 sites | Grid: Grid | Power: Grid+Solar | Avg Load: 5.0 kW,31.10.25 03:26,31.10.25 03:26
BB093,BB0093RD,04.07.21,Battambang,,,,4.72,590W 78MH590W,PO: PON2021300935 | Project: Solar 2021-500 sites | Grid: Grid | Power: Grid+Solar | Avg Load: 7.6 kW,31.10.25 03:26,31.10.25 03:26
BB095,BB0095R5,03.07.21,Battambang,,,,4.72,590W 78MH590W,PO: PON2021300935 | Project: Solar 2021-500 sites | Grid: Grid | Power: Grid+Solar | Avg Load: 4.8 kW,31.10.25 03:26,31.10.25 03:26
BB097,BB0097P,21.07.21,Battambang,,,,4.72,590W 78MH590W,PO: PON2021300935 | Project: Solar 2021-500 sites | Grid: Grid | Power: Grid+Solar | Avg Load: 8.5 kW,31.10.25 03:26,31.10.25 03:26
BB098,BB0098P,17.07.21,Battambang,,,,4.72,590W 78MH590W,PO: PON2021300935 | Project: Solar 2021-500 sites | Grid: Grid | Power: Grid+Solar | Avg Load: 4.6 kW,31.10.25 03:26,31.10.25 03:26
BB099,BB0099R5,16.07.21,Battambang,,,,4.72,590W 78MH590W,PO: PON2021300935 | Project: Solar 2021-500 sites | Grid: Grid | Power: Grid+Solar | Avg Load: 7.4 kW,31.10.25 03:26,31.10.25 03:26
BB101,BB0101P,21.11.23,Battambang,,,,3.99,665W MH-665W,PO: PON2023301522 | Project: Solar 2023-100 Sites | Grid: Grid | Power: Grid+Solar | Avg Load: 4.5 kW,31.10.25 03:26,31.10.25 03:26
BB105,BB0105RD,12.10.22,Battambang,,,,7.98,665W MH-665W,PO: PON2022301849 | Project: Solar 2022-92 Sites | Grid: Grid | Power: Grid+Solar | Avg Load: 10.3 kW,31.10.25 03:26,31.10.25 03:26
BB106,BB0106RR,20.07.21,Battambang,,,,4.72,590W 78MH590W,PO: PON2021300935 | Project: Solar 2021-500 sites | Grid: Grid | Power: Grid+Solar | Avg Load: 6.8 kW,31.10.25 03:26,31.10.25 03:26
BB107,BB0107RD,14.07.21,Battambang,,,,4.72,590W 78MH590W,PO: PON2021300935 | Project: Solar 2021-500 sites | Grid: Grid | Power: Grid+Solar | Avg Load: 6.4 kW,31.10.25 03:26,31.10.25 03:26
BB108,BB0108,02.05.24,Battambang,,,,8.4,700W NB-700W,PO: PON2024300476 | Project: Solar 2024-150 sites | Grid: Grid | Power: Grid+Solar | Avg Load: 8.1 kW,31.10.25 03:26,31.10.25 03:26
BB110,BB0110P,22.07.21,Battambang,,,,4.72,590W 78MH590W,PO: PON2021300935 | Project: Solar 2021-500 sites | Grid: Grid | Power: Grid+Solar | Avg Load: 4.2 kW,31.10.25 03:26,31.10.25 03:26
BB111,BB0111RD,15.07.21,Battambang,,,,4.72,590W 78MH590W,PO: PON2021300935 | Project: Solar 2021-500 sites | Grid: Grid | Power: Grid+Solar | Avg Load: 7.7 kW,31.10.25 03:26,31.10.25 03:26
BB112,BB0112P,06.10.22,Battambang,,,,3.99,665W MH-665W,PO: PON2022301849 | Project: Solar 2022-92 Sites | Grid: Grid | Power: Grid+Solar | Avg Load: 3.3 kW,31.10.25 03:26,31.10.25 03:26
BB113,BB0113P,15.07.21,Battambang,,,,4.72,590W 78MH590W,PO: PON2021300935 | Project: Solar 2021-500 sites | Grid: Grid | Power: Grid+Solar | Avg Load: 6.1 kW,31.10.25 03:26,31.10.25 03:26
BB115,BB0115RR,15.07.21,Battambang,,,,4.72,590W 78MH590W,PO: PON2021300935 | Project: Solar 2021-500 sites | Grid: Grid | Power: Grid+Solar | Avg Load: 6.7 kW,31.10.25 03:26,31.10.25 03:26
BB116,BB0116RD,20.07.21,Battambang,,,,4.72,590W 78MH590W,PO: PON2021300935 | Project: Solar 2021-500 sites | Grid: Grid | Power: Grid+Solar | Avg Load: 5.2 kW,31.10.25 03:26,31.10.25 03:26
BB118,BB0118P,18.07.21,Battambang,,,,4.72,590W 78MH590W,PO: PON2021300935 | Project: Solar 2021-500 sites | Grid: Grid | Power: Grid+Solar | Avg Load: 3.3 kW,31.10.25 03:26,31.10.25 03:26
BB119,BB0119P,15.07.21,Battambang,,,,4.72,590W 78MH590W,PO: PON2021300935 | Project: Solar 2021-500 sites | Grid: Grid | Power: Grid+Solar | Avg Load: 5.6 kW,31.10.25 03:26,31.10.25 03:26
BB120,BB0120P,06.08.24,Battambang,,,,8.4,700W NB-700W,PO: PON2024300476 | Project: Solar 2024-150 sites | Grid: Grid | Power: Grid+Solar | Avg Load: 5.1 kW,31.10.25 03:26,31.10.25 03:26
BB121,BB0121R5,09.10.22,Battambang,,,,5.32,665W MH-665W,PO: PON2022301849 | Project: Solar 2022-92 Sites | Grid: Grid | Power: Grid+Solar | Avg Load: 5.6 kW,31.10.25 03:26,31.10.25 03:26
BB123,BB0123R5,,Battambang,,,,1.5,250W REC250PE,Project: Pilot site | Grid: Grid | Power: Grid+Solar | Avg Load: 6.2 kW,31.10.25 03:26,31.10.25 03:26
BB124,BB0124P,22.10.23,Battambang,,,,4.02,670W MH-670W,PO: PON2023301434 | Project: Solar 2023-71 sites to offgrid | Grid: No Grid | Power: PowerCube+Solar | Avg Load: 3.7 kW,31.10.25 03:26,31.10.25 03:26
BB125,BB0125P,13.01.21,Battambang,,,,2.61,435W JKM-435M,PO: PON2020301281 | Project: Pilot site | Grid: Grid | Power: Grid+Solar | Avg Load: 4.7 kW,31.10.25 03:26,31.10.25 03:26
BB126,BB0126P,10.07.21,Battambang,,,,4.72,590W 78MH590W,PO: PON2021300935 | Project: Solar 2021-500 sites | Grid: Grid | Power: Grid+Solar | Avg Load: 3.7 kW,31.10.25 03:26,31.10.25 03:26
BB128,BB0128P,10.07.21,Battambang,,,,4.72,590W 78MH590W,PO: PON2021300935 | Project: Solar 2021-500 sites | Grid: Grid | Power: Grid+Solar | Avg Load: 5.4 kW,31.10.25 03:26,31.10.25 03:26
BB129,BB0129P,21.05.22,Battambang,,,,3.9,650W MH-650W,PO: PON2022300392 | Project: Solar 2022-150 Sites | Grid: Grid | Power: Grid+Solar | Avg Load: 4.7 kW,31.10.25 03:26,31.10.25 03:26
BB130,BB0130P,,Battambang,,,,1.5,250W REC250PE,Project: Pilot site | Grid: Grid | Power: Grid+Solar | Avg Load: 2.6 kW,31.10.25 03:26,31.10.25 03:26
BB132,BB0132,,Battambang,,,,1.5,250W REC250PE,Project: Pilot site | Grid: Grid | Power: Grid+Solar | Avg Load: 6.9 kW,31.10.25 03:26,31.10.25 03:26
BB133,BB0133,,Battambang,,,,1.5,250W REC250PE,Project: Pilot site | Grid: Grid | Power: Grid+Solar | Avg Load: 4.7 kW,31.10.25 03:26,31.10.25 03:26
BB134,BB0134,,Battambang,,,,1.5,250W REC250PE,Project: Pilot site | Grid: Grid | Power: Grid+Solar | Avg Load: 6.5 kW,31.10.25 03:26,31.10.25 03:26
BB136,BB0136,,Battambang,,,,1.5,250W REC250PE,Project: Pilot site | Grid: Grid | Power: Grid+Solar | Avg Load: 4.2 kW,31.10.25 03:26,31.10.25 03:26
BB137,BB0137P,08.07.21,Battambang,,,,4.72,590W 78MH590W,PO: PON2021300935 | Project: Solar 2021-500 sites | Grid: Grid | Power: Grid+Solar | Avg Load: 4.7 kW,31.10.25 03:26,31.10.25 03:26
BB138,BB0138,,Battambang,,,,1.5,250W REC250PE,Project: Pilot site | Grid: Grid | Power: Grid+Solar | Avg Load: 3.5 kW,31.10.25 03:26,31.10.25 03:26
BB141,BB0141,,Battambang,,,,1.5,250W REC250PE,Project: Pilot site | Grid: Grid | Power: Grid+Solar | Avg Load: 5.1 kW,31.10.25 03:26,31.10.25 03:26
BB146,BB0146,,Battambang,,,,1.5,250W REC250PE,Project: Pilot site | Grid: Grid | Power: Grid+Solar | Avg Load: 5.8 kW,31.10.25 03:26,31.10.25 03:26
BB147,BB0147R5,,Battambang,,,,1.5,250W REC250PE,Project: Pilot site | Grid: Grid | Power: Grid+Solar | Avg Load: 4.4 kW,31.10.25 03:26,31.10.25 03:26
BB148,BB0148RD,,Battambang,,,,1.5,250W REC250PE,Project: Pilot site | Grid: Grid | Power: Grid+Solar | Avg Load: 6.3 kW,31.10.25 03:26,31.10.25 03:26
BB149,BB0149,,Battambang,,,,1.5,250W REC250PE,Project: Pilot site | Grid: Grid | Power: Grid+Solar | Avg Load: 3.7 kW,31.10.25 03:26,31.10.25 03:26
BB150,BB0150,,Battambang,,,,1.5,250W REC250PE,Project: Pilot site | Grid: Grid | Power: Grid+Solar | Avg Load: 4.0 kW,31.10.25 03:26,31.10.25 03:26
BB151,BB0151P,,Battambang,,,,1.5,250W REC250PE,Project: Pilot site | Grid: Grid | Power: Grid+Solar | Avg Load: 3.4 kW,31.10.25 03:26,31.10.25 03:26
BB152,BB0152RD,,Battambang,,,,1.5,250W REC250PE,Project: Pilot site | Grid: Grid | Power: Grid+Solar | Avg Load: 4.0 kW,31.10.25 03:26,31.10.25 03:26
BB153,BB0153P,10.07.21,Battambang,,,,4.72,590W 78MH590W,PO: PON2021300935 | Project: Solar 2021-500 sites | Grid: Grid | Power: Grid+Solar | Avg Load: 5.9 kW,31.10.25 03:26,31.10.25 03:26
BB156,BB0156P,06.06.22,Battambang,,,,3.9,650W MH-650W,PO: PON2022300392 | Project: Solar 2022-150 Sites | Grid: Grid | Power: Grid+Solar | Avg Load: 2.5 kW,31.10.25 03:26,31.10.25 03:26
BB157,BB0157P,16.08.20,Battambang,,,,2.61,435W JKM-435M,PO: PON2020301281 | Project: Solar 2020-Phase 2 | Grid: Grid | Power: Grid+Solar | Avg Load: 3.4 kW,31.10.25 03:26,31.10.25 03:26
BB158,BB0158P,15.08.20,Battambang,,,,2.61,435W JKM-435M,PO: PON2020301281 | Project: Solar 2020-Phase 2 | Grid: Grid | Power: Grid+Solar | Avg Load: 3.8 kW,31.10.25 03:26,31.10.25 03:26
BB159,BB0159P,13.07.21,Battambang,,,,4.72,590W 78MH590W,PO: PON2021300935 | Project: Solar 2021-500 sites | Grid: Grid | Power: Grid+Solar | Avg Load: 2.6 kW,31.10.25 03:26,31.10.25 03:26
BB160,BB0160P,14.08.20,Battambang,,,,2.61,435W JKM-435M,PO: PON2020301281 | Project: Solar 2020-Phase 2 | Grid: Grid | Power: Grid+Solar | Avg Load: 5.2 kW,31.10.25 03:26,31.10.25 03:26
BB161,BB0161P,17.07.21,Battambang,,,,4.72,590W 78MH590W,PO: PON2021300935 | Project: Solar 2021-500 sites | Grid: Grid | Power: Grid+Solar | Avg Load: 2.7 kW,31.10.25 03:26,31.10.25 03:26
BB162,BB0162P,04.07.21,Battambang,,,,3.54,590W 78MH590W,PO: PON2021300935 | Project: Solar 2021-500 sites | Grid: Grid | Power: Grid+Solar | Avg Load: 3.5 kW,31.10.25 03:26,31.10.25 03:26
BB163,BB0163P,11.07.21,Battambang,,,,4.72,590W 78MH590W,PO: PON2021300935 | Project: Solar 2021-500 sites | Grid: Grid | Power: Grid+Solar | Avg Load: 2.5 kW,31.10.25 03:26,31.10.25 03:26
BB165,BB0165P,01.09.20,Battambang,,,,2.61,435W JKM-435M,PO: PON2020301281 | Project: Solar 2020-Phase 2 | Grid: No Grid | Power: PowerCube+Solar | Avg Load: 5.2 kW,31.10.25 03:26,31.10.25 03:26
BB166,BB0166P,04.08.21,Battambang,,,,4.72,590W 78MH590W,PO: PON2021300935 | Project: Solar 2021-500 sites | Grid: Grid | Power: Grid+Solar | Avg Load: 3.9 kW,31.10.25 03:26,31.10.25 03:26
BB167,BB0167P,03.07.21,Battambang,,,,3.54,590W 78MH590W,PO: PON2021300935 | Project: Solar 2021-500 sites | Grid: Grid | Power: Grid+Solar | Avg Load: 3.9 kW,31.10.25 03:26,31.10.25 03:26
BB168,BB0168P,16.11.23,Battambang,,,,3.99,665W MH-665W,PO: PON2023301522 | Project: Solar 2023-100 Sites | Grid: Grid | Power: Grid+Solar | Avg Load: 4.2 kW,31.10.25 03:26,31.10.25 03:26
BB169,BB0169P,08.07.21,Battambang,,,,3.54,590W 78MH590W,PO: PON2021300935 | Project: Solar 2021-500 sites | Grid: Grid | Power: Grid+Solar | Avg Load: 5.6 kW,31.10.25 03:26,31.10.25 03:26
BB170,BB0170P,14.08.20,Battambang,,,,2.61,435W JKM-435M,PO: PON2020301281 | Project: Solar 2020-Phase 2 | Grid: No Grid | Power: PowerCube+Solar | Avg Load: 4.8 kW,31.10.25 03:26,31.10.25 03:26
BB171,BB0171P,15.08.20,Battambang,,,,2.61,435W JKM-435M,PO: PON2020301281 | Project: Solar 2020-Phase 2 | Grid: Grid | Power: Grid+Solar | Avg Load: 3.3 kW,31.10.25 03:26,31.10.25 03:26
BB172,BB0172P,17.11.23,Battambang,,,,3.99,665W MH-665W,PO: PON2023301522 | Project: Solar 2023-100 Sites | Grid: Grid | Power: Grid+Solar | Avg Load: 2.4 kW,31.10.25 03:26,31.10.25 03:26
BB173,BB0173P,28.08.20,Battambang,,,,2.61,435W JKM-435M,PO: PON2020301281 | Project: Solar 2020-Phase 2 | Grid: No Grid | Power: PowerCube+Solar | Avg Load: 3.8 kW,31.10.25 03:26,31.10.25 03:26
BB174,BB0174P,16.08.20,Battambang,,,,2.61,435W JKM-435M,PO: PON2020301281 | Project: Solar 2020-Phase 2 | Grid: No Grid | Power: PowerCube+Solar | Avg Load: 4.9 kW,31.10.25 03:26,31.10.25 03:26
BB175,BB0175,05.07.21,Battambang,,,,3.54,590W 78MH590W,PO: PON2021300935 | Project: Solar 2021-500 sites | Grid: Grid | Power: Grid+Solar | Avg Load: 6.1 kW,31.10.25 03:26,31.10.25 03:26
BB176,BB0176,20.07.21,Battambang,,,,3.54,590W 78MH590W,PO: PON2021300935 | Project: Solar 2021-500 sites | Grid: Grid | Power: Grid+Solar | Avg Load: 4.9 kW,31.10.25 03:26,31.10.25 03:26
BB177,BB0177RR,09.10.22,Battambang,,,,3.99,665W MH-665W,PO: PON2022301849 | Project: Solar 2022-92 Sites | Grid: Grid | Power: Grid+Solar | Avg Load: 5.3 kW,31.10.25 03:26,31.10.25 03:26
BB179,BB0179RR,14.07.21,Battambang,,,,4.72,590W 78MH590W,PO: PON2021300935 | Project: Solar 2021-500 sites | Grid: Grid | Power: Grid+Solar | Avg Load: 6.3 kW,31.10.25 03:26,31.10.25 03:26
BB180,BB0180P,01.10.22,Battambang,,,,3.99,665W MH-665W,PO: PON2022301849 | Project: Solar 2022-92 Sites | Grid: Grid | Power: Grid+Solar | Avg Load: 3.0 kW,31.10.25 03:26,31.10.25 03:26
BB181,BB0181P,23.08.20,Battambang,,,,2.61,435W JKM-435M,PO: PON2020301281 | Project: Solar 2020-Phase 2 | Grid: Grid | Power: Grid+Solar | Avg Load: 2.7 kW,31.10.25 03:26,31.10.25 03:26
BB182,BB0182P,17.08.20,Battambang,,,,2.61,435W JKM-435M,PO: PON2020301281 | Project: Solar 2020-Phase 2 | Grid: No Grid | Power: PowerCube+Solar | Avg Load: 3.2 kW,31.10.25 03:26,31.10.25 03:26
BB184,BB0184,16.11.23,Battambang,,,,3.99,665W MH-665W,PO: PON2023301522 | Project: Solar 2023-100 Sites | Grid: Grid | Power: Grid+Solar | Avg Load: 3.5 kW,31.10.25 03:26,31.10.25 03:26
BB189,BB0189P,13.02.23,Battambang,,,,10.62,590W 78MH590W,PO: PON2023300151 | Project: Solar 2023-Pure Solar 12 sites | Grid: No Grid | Power: PowerCube+Solar | Avg Load: 4.5 kW,31.10.25 03:26,31.10.25 03:26
BB194,BB0194P,14.07.21,Battambang,,,,3.54,590W 78MH590W,PO: PON2021300935 | Project: Solar 2021-500 sites | Grid: Grid | Power: Grid+Solar | Avg Load: 4.3 kW,31.10.25 03:26,31.10.25 03:26
BB196,BB0196,11.05.23,Battambang,,,,3.9,650W MH-650W,PO: PON2023300538 | Project: Solar 2023-150 sites | Grid: Grid | Power: Grid+Solar | Avg Load: 4.0 kW,31.10.25 03:26,31.10.25 03:26
BB197,BB0197,12.05.23,Battambang,,,,3.9,650W MH-650W,PO: PON2023300538 | Project: Solar 2023-150 sites | Grid: Grid | Power: Grid+Solar | Avg Load: 2.7 kW,31.10.25 03:26,31.10.25 03:26
BB198,BB0198,12.05.23,Battambang,,,,3.9,650W MH-650W,PO: PON2023300538 | Project: Solar 2023-150 sites | Grid: Grid | Power: Grid+Solar | Avg Load: 4.8 kW,31.10.25 03:26,31.10.25 03:26
BB200,BB0200RD,13.05.23,Battambang,,,,3.9,650W MH-650W,PO: PON2023300538 | Project: Solar 2023-150 sites | Grid: Grid | Power: Grid+Solar | Avg Load: 2.7 kW,31.10.25 03:26,31.10.25 03:26
BB201,BB0201P,22.11.23,Battambang,,,,6.48,540W 52240289,PO: PON2023301573 | Project: Solar 2023-71 sites to offgrid | Grid: No Grid | Power: PowerCube+Solar | Avg Load: 2.2 kW,31.10.25 03:26,31.10.25 03:26
BB202,BB0202P,08.07.21,Battambang,,,,4.72,590W 78MH590W,PO: PON2021300935 | Project: Solar 2021-500 sites | Grid: Grid | Power: Grid+Solar | Avg Load: 2.2 kW,31.10.25 03:26,31.10.25 03:26
BB203,BB0203P,08.07.21,Battambang,,,,4.72,590W 78MH590W,PO: PON2021300935 | Project: Solar 2021-500 sites | Grid: Grid | Power: Grid+Solar | Avg Load: 2.2 kW,31.10.25 03:26,31.10.25 03:26
BB204,BB0204P,19.08.20,Battambang,,,,2.61,435W JKM-435M,PO: PON2020301281 | Project: Solar 2020-Phase 2 | Grid: Grid | Power: Grid+Solar | Avg Load: 3.3 kW,31.10.25 03:26,31.10.25 03:26
BB207,BB0207P,07.10.22,Battambang,,,,5.32,665W MH-665W,PO: PON2022301849 | Project: Solar 2022-92 Sites | Grid: Grid | Power: Grid+Solar | Avg Load: 4.5 kW,31.10.25 03:26,31.10.25 03:26
BB211,BB0211P,21.07.21,Battambang,,,,3.54,590W 78MH590W,PO: PON2021300935 | Project: Solar 2021-500 sites | Grid: Grid | Power: Grid+Solar | Avg Load: 4.4 kW,31.10.25 03:26,31.10.25 03:26
BB212,BB0212P,21.08.20,Battambang,,,,3.48,435W JKM-435M,PO: PON2020301281 | Project: Solar 2020-Phase 2 | Grid: Grid | Power: Grid+Solar | Avg Load: 4.3 kW,31.10.25 03:26,31.10.25 03:26
BB217,BB0217P,12.07.21,Battambang,,,,4.72,590W 78MH590W,PO: PON2021300935 | Project: Solar 2021-500 sites | Grid: Grid | Power: Grid+Solar | Avg Load: 4.2 kW,31.10.25 03:26,31.10.25 03:26
BB221,BB0221P,12.07.21,Battambang,,,,3.54,590W 78MH590W,PO: PON2021300935 | Project: Solar 2021-500 sites | Grid: Grid | Power: Grid+Solar | Avg Load: 3.0 kW,31.10.25 03:26,31.10.25 03:26
BB223,BB0223P,14.07.21,Battambang,,,,4.72,590W 78MH590W,PO: PON2021300935 | Project: Solar 2021-500 sites | Grid: Grid | Power: Grid+Solar | Avg Load: 2.6 kW,31.10.25 03:26,31.10.25 03:26
BB224,BB0224P,08.07.21,Battambang,,,,3.54,590W 78MH590W,PO: PON2021300935 | Project: Solar 2021-500 sites | Grid: Grid | Power: Grid+Solar | Avg Load: 2.6 kW,31.10.25 03:26,31.10.25 03:26
BB225,BB0225P,18.10.22,Battambang,,,,3.99,665W MH-665W,PO: PON2022301849 | Project: Solar 2022-92 Sites | Grid: Grid | Power: Grid+Solar | Avg Load: 3.2 kW,31.10.25 03:26,31.10.25 03:26
