site_id,site_name,commissioned_date,province,district,latitude,longitude,array_size_kwp,panel_type,notes,created_at,updated_at
MK022,MK0022P,04.05.23,Mondulkiri,,,,4.02,670W MH-670W,PO: PON2023300538 | Project: Solar 2023-150 sites | Grid: Grid | Power: Grid+Solar | Avg Load: 3.1 kW,31.10.25 03:26,31.10.25 03:26
MK023,MK0023P,20.05.24,Mondulkiri,,,,7,700W NB-700W,PO: PON2024300476 | Project: Solar 2024-150 sites | Grid: Grid | Power: Grid+Solar | Avg Load: 2.4 kW,31.10.25 03:26,31.10.25 03:26
MK026,MK0026RD,05.05.23,Mondulkiri,,,,4.02,670W MH-670W,PO: PON2023300538 | Project: Solar 2023-150 sites | Grid: Grid | Power: Grid+Solar | Avg Load: 1.9 kW,31.10.25 03:26,31.10.25 03:26
MK029,MK0029P,07.05.23,Mondulkiri,,,,6.7,670W MH-670W,PO: PON2023300539 | Project: Solar 2023-150 sites | Grid: No Grid | Power: PowerCube+Solar | Avg Load: 2.8 kW,31.10.25 03:26,31.10.25 03:26
OM005,OM0005AV,04.09.24,Oddar Meanchey,,,,8.4,700W NB-700W,PO: PON2024300476 | Project: Solar 2024-150 sites | Grid: Grid | Power: Grid+Solar | Avg Load: 5.1 kW,31.10.25 03:26,31.10.25 03:26
OM011,OM0011RD,03.10.22,Oddar Meanchey,,,,3.99,665W MH-665W,PO: PON2022301849 | Project: Solar 2022-92 Sites | Grid: Grid | Power: Grid+Solar | Avg Load: 2.1 kW,31.10.25 03:26,31.10.25 03:26
OM012,OM0012RD,04.10.22,Oddar Meanchey,,,,3.99,665W MH-665W,PO: PON2022301849 | Project: Solar 2022-92 Sites | Grid: Grid | Power: Grid+Solar | Avg Load: 2.1 kW,31.10.25 03:26,31.10.25 03:26
OM013,OM0013RD,28.08.21,Oddar Meanchey,,,,4.72,590W 78MH590W,PO: PON2021300935 | Project: Solar 2021-500 sites | Grid: Grid | Power: Grid+Solar | Avg Load: 1.6 kW,31.10.25 03:26,31.10.25 03:26
OM019,OM0019P,16.10.22,Oddar Meanchey,,,,3.99,665W MH-665W,PO: PON2022301849 | Project: Solar 2022-92 Sites | Grid: Grid | Power: Grid+Solar | Avg Load: 4.0 kW,31.10.25 03:26,31.10.25 03:26
OM021,OM0021P,03.10.22,Oddar Meanchey,,,,3.99,665W MH-665W,PO: PON2022301849 | Project: Solar 2022-92 Sites | Grid: Grid | Power: Grid+Solar | Avg Load: 2.2 kW,31.10.25 03:26,31.10.25 03:26
OM075,OM0075P,30.10.23,Oddar Meanchey,,,,8.04,670W MH-670W,PO: PON2023301434 | Project: Solar 2023-71 sites to offgrid | Grid: Grid | Power: Grid+Solar | Avg Load: 3.5 kW,31.10.25 03:26,31.10.25 03:26
OM076,OM0076RD,16.10.22,Oddar Meanchey,,,,3.99,665W MH-665W,PO: PON2022301849 | Project: Solar 2022-92 Sites | Grid: Grid | Power: Grid+Solar | Avg Load: 4.9 kW,31.10.25 03:26,31.10.25 03:26
OM077,OM0077RD,16.10.22,Oddar Meanchey,,,,3.99,665W MH-665W,PO: PON2022301849 | Project: Solar 2022-92 Sites | Grid: Grid | Power: Grid+Solar | Avg Load: 2.8 kW,31.10.25 03:26,31.10.25 03:26
OM078,OM0078P,16.10.22,Oddar Meanchey,,,,3.99,665W MH-665W,PO: PON2022301849 | Project: Solar 2022-92 Sites | Grid: Grid | Power: Grid+Solar | Avg Load: 4.0 kW,31.10.25 03:26,31.10.25 03:26
OM080,OM0080SG,01.05.23,Oddar Meanchey,,,,4.02,670W MH-670W,PO: PON2023300538 | Project: Solar 2023-150 sites | Grid: Grid | Power: Grid+Solar | Avg Load: 4.9 kW,31.10.25 03:26,31.10.25 03:26
OM081,OM0081RD,30.10.23,Oddar Meanchey,,,,8.04,670W MH-670W,PO: PON2023301434 | Project: Solar 2023-71 sites to offgrid | Grid: No Grid | Power: PowerCube+Solar | Avg Load: 2.4 kW,31.10.25 03:26,31.10.25 03:26
OM082,OM0082RD,15.10.22,Oddar Meanchey,,,,3.99,665W MH-665W,PO: PON2022301849 | Project: Solar 2022-92 Sites | Grid: Grid | Power: Grid+Solar | Avg Load: 3.3 kW,31.10.25 03:26,31.10.25 03:26
OM084,OM0084RD,28.08.21,Oddar Meanchey,,,,4.72,590W 78MH590W,PO: PON2021300935 | Project: Solar 2021-500 sites | Grid: Grid | Power: Grid+Solar | Avg Load: 3.3 kW,31.10.25 03:26,31.10.25 03:26
OM086,OM0086P,18.11.23,Oddar Meanchey,,,,6.48,540W 52240289,PO: PON2023301573 | Project: Solar 2023-71 sites to offgrid | Grid: No Grid | Power: PowerCube+Solar | Avg Load: 3.6 kW,31.10.25 03:26,31.10.25 03:26
OM087,OM0087P,10.11.23,Oddar Meanchey,,,,6.48,540W 52240289,PO: PON2023301573 | Project: Solar 2023-71 sites to offgrid | Grid: Grid | Power: Grid+Solar | Avg Load: 4.0 kW,31.10.25 03:26,31.10.25 03:26
OM088,OM0088P,30.08.21,Oddar Meanchey,,,,4.72,590W 78MH590W,PO: PON2021300935 | Project: Solar 2021-500 sites | Grid: Grid | Power: Grid+Solar | Avg Load: 1.8 kW,31.10.25 03:26,31.10.25 03:26
OM092,OM0092P,15.11.23,Oddar Meanchey,,,,6.48,540W 52240289,PO: PON2023301573 | Project: Solar 2023-71 sites to offgrid | Grid: No Grid | Power: PowerCube+Solar | Avg Load: 2.0 kW,31.10.25 03:26,31.10.25 03:26
OM093,OM0093P,01.05.23,Oddar Meanchey,,,,4.02,670W MH-670W,PO: PON2023300538 | Project: Solar 2023-150 sites | Grid: Grid | Power: Grid+Solar | Avg Load: 2.0 kW,31.10.25 03:26,31.10.25 03:26
OM094,OM0094P,03.10.22,Oddar Meanchey,,,,3.99,665W MH-665W,PO: PON2022301849 | Project: Solar 2022-92 Sites | Grid: Grid | Power: Grid+Solar | Avg Load: 2.5 kW,31.10.25 03:26,31.10.25 03:26
OM096,OM0096P,27.08.21,Oddar Meanchey,,,,4.72,590W 78MH590W,PO: PON2021300935 | Project: Solar 2021-500 sites | Grid: Grid | Power: Grid+Solar | Avg Load: 4.0 kW,31.10.25 03:26,31.10.25 03:26
OM097,OM0097RD,04.10.22,Oddar Meanchey,,,,3.99,665W MH-665W,PO: PON2022301849 | Project: Solar 2022-92 Sites | Grid: Grid | Power: Grid+Solar | Avg Load: 2.3 kW,31.10.25 03:26,31.10.25 03:26
OM098,OM0098P,29.08.21,Oddar Meanchey,,,,4.72,590W 78MH590W,PO: PON2021300935 | Project: Solar 2021-500 sites | Grid: Grid | Power: Grid+Solar | Avg Load: 3.2 kW,31.10.25 03:26,31.10.25 03:26
OM099,OM0099P,11.08.24,Oddar Meanchey,,,,4.2,700W NB-700W,PO: PON2024300476 | Project: Solar 2024-150 sites | Grid: Grid | Power: Grid+Solar | Avg Load: 2.3 kW,31.10.25 03:26,31.10.25 03:26
OM100,OM0100RD,27.08.21,Oddar Meanchey,,,,4.72,590W 78MH590W,PO: PON2021300935 | Project: Solar 2021-500 sites | Grid: Grid | Power: Grid+Solar | Avg Load: 2.8 kW,31.10.25 03:26,31.10.25 03:26
OM101,OM0101P,24.04.23,Oddar Meanchey,,,,4.02,670W MH-670W,PO: PON2023300538 | Project: Solar 2023-150 sites | Grid: Grid | Power: Grid+Solar | Avg Load: 3.2 kW,31.10.25 03:26,31.10.25 03:26
OM102,OM0102P,29.08.21,Oddar Meanchey,,,,4.72,590W 78MH590W,PO: PON2021300935 | Project: Solar 2021-500 sites | Grid: Grid | Power: Grid+Solar | Avg Load: 3.6 kW,31.10.25 03:26,31.10.25 03:26
OM103,OM0103P,25.04.23,Oddar Meanchey,,,,4.02,670W MH-670W,PO: PON2023300538 | Project: Solar 2023-150 sites | Grid: Grid | Power: Grid+Solar | Avg Load: 2.8 kW,31.10.25 03:26,31.10.25 03:26
OM104,OM0104P,03.10.22,Oddar Meanchey,,,,3.99,665W MH-665W,PO: PON2022301849 | Project: Solar 2022-92 Sites | Grid: Grid | Power: Grid+Solar | Avg Load: 3.5 kW,31.10.25 03:26,31.10.25 03:26
OM112,OM0112RD,02.05.23,Oddar Meanchey,,,,4.02,670W MH-670W,PO: PON2023300538 | Project: Solar 2023-150 sites | Grid: Grid | Power: Grid+Solar | Avg Load: 2.1 kW,31.10.25 03:26,31.10.25 03:26
OM120,OM0120P,12.11.23,Oddar Meanchey,,,,6.48,540W 52240289,PO: PON2023301573 | Project: Solar 2023-71 sites to offgrid | Grid: Grid | Power: Grid+Solar | Avg Load: 2.2 kW,31.10.25 03:26,31.10.25 03:26
OM121,OM0121P,26.04.23,Oddar Meanchey,,,,4.02,670W MH-670W,PO: PON2023300538 | Project: Solar 2023-150 sites | Grid: Grid | Power: Grid+Solar | Avg Load: 1.9 kW,31.10.25 03:26,31.10.25 03:26
OM122,OM0122P,13.11.23,Oddar Meanchey,,,,6.48,540W 52240289,PO: PON2023301573 | Project: Solar 2023-71 sites to offgrid | Grid: Grid | Power: Grid+Solar | Avg Load: 2.5 kW,31.10.25 03:26,31.10.25 03:26
OM123,OM0123P,28.04.23,Oddar Meanchey,,,,4.02,670W MH-670W,PO: PON2023300538 | Project: Solar 2023-150 sites | Grid: Grid | Power: Grid+Solar | Avg Load: 2.8 kW,31.10.25 03:26,31.10.25 03:26
PH001,PH0001,08.10.22,Preah Vihear,,,,5.32,665W MH-665W,PO: PON2022301849 | Project: Solar 2022-92 Sites | Grid: Grid | Power: Grid+Solar | Avg Load: 5.1 kW,31.10.25 03:26,31.10.25 03:26
PH010,PH0010RD,22.05.24,Preah Vihear,,,,4.2,700W NB-700W,PO: PON2024300476 | Project: Solar 2024-150 sites | Grid: Grid | Power: Grid+Solar | Avg Load: 2.0 kW,31.10.25 03:26,31.10.25 03:26
PH011,PH0011RD,25.05.24,Preah Vihear,,,,4.2,700W NB-700W,PO: PON2024300476 | Project: Solar 2024-150 sites | Grid: Grid | Power: Grid+Solar | Avg Load: 1.5 kW,31.10.25 03:26,31.10.25 03:26
PH014,PH0014RD,04.12.23,Preah Vihear,,,,3.99,665W MH-665W,PO: PON2023301522 | Project: Solar 2023-100 Sites | Grid: Grid | Power: Grid+Solar | Avg Load: 2.1 kW,31.10.25 03:26,31.10.25 03:26
PH016,PH0016RD,05.10.22,Preah Vihear,,,,5.32,665W MH-665W,PO: PON2022301849 | Project: Solar 2022-92 Sites | Grid: Grid | Power: Grid+Solar | Avg Load: 4.7 kW,31.10.25 03:26,31.10.25 03:26
PH019,PH0019P,06.10.22,Preah Vihear,,,,3.99,665W MH-665W,PO: PON2022301849 | Project: Solar 2022-92 Sites | Grid: Grid | Power: Grid+Solar | Avg Load: 2.9 kW,31.10.25 03:26,31.10.25 03:26
PH024,PH0024P,05.12.23,Preah Vihear,,,,3.99,665W MH-665W,PO: PON2023301522 | Project: Solar 2023-100 Sites | Grid: Grid | Power: Grid+Solar | Avg Load: 2.6 kW,31.10.25 03:26,31.10.25 03:26
PH027,PH0027P,14.08.24,Preah Vihear,,,,4.2,700W NB-700W,PO: PON2024300476 | Project: Solar 2024-150 sites | Grid: Grid | Power: Grid+Solar | Avg Load: 2.5 kW,31.10.25 03:26,31.10.25 03:26
PH028,PH0028RD,28.05.24,Preah Vihear,,,,4.2,700W NB-700W,PO: PON2024300476 | Project: Solar 2024-150 sites | Grid: Grid | Power: Grid+Solar | Avg Load: 2.3 kW,31.10.25 03:26,31.10.25 03:26
PH030,PH0030RD,06.09.20,Preah Vihear,,,,3.48,435W JKM-435M,PO: PON2020301281 | Project: Solar 2020-Phase 2 | Grid: Grid | Power: Grid+Solar | Avg Load: 2.0 kW,31.10.25 03:26,31.10.25 03:26
PH031,PH0031RD,03.05.23,Preah Vihear,,,,4.02,670W MH-670W,PO: PON2023300538 | Project: Solar 2023-150 sites | Grid: Grid | Power: Grid+Solar | Avg Load: 3.7 kW,31.10.25 03:26,31.10.25 03:26
PH032,PH0032RD,08.09.24,Preah Vihear,,,,4.2,700W NB-700W,PO: PON2024300476 | Project: Solar 2024-150 sites | Grid: Grid | Power: Grid+Solar | Avg Load: 3.4 kW,31.10.25 03:26,31.10.25 03:26
PH033,PH0033RD,05.09.24,Preah Vihear,,,,4.2,700W NB-700W,PO: PON2024300476 | Project: Solar 2024-150 sites | Grid: Grid | Power: Grid+Solar | Avg Load: 2.4 kW,31.10.25 03:26,31.10.25 03:26
PH034,PH0034RD,06.09.20,Preah Vihear,,,,3.48,435W JKM-435M,PO: PON2020301281 | Project: Solar 2020-Phase 2 | Grid: Grid | Power: Grid+Solar | Avg Load: 2.3 kW,31.10.25 03:26,31.10.25 03:26
PH035,PH0035RD,25.05.24,Preah Vihear,,,,4.2,700W NB-700W,PO: PON2024300476 | Project: Solar 2024-150 sites | Grid: Grid | Power: Grid+Solar | Avg Load: 1.5 kW,31.10.25 03:26,31.10.25 03:26
PH036,PH0036RD,23.05.24,Preah Vihear,,,,4.2,700W NB-700W,PO: PON2024300476 | Project: Solar 2024-150 sites | Grid: Grid | Power: Grid+Solar | Avg Load: 2.0 kW,31.10.25 03:26,31.10.25 03:26
PH037,PH0037P,08.10.22,Preah Vihear,,,,3.99,665W MH-665W,PO: PON2022301849 | Project: Solar 2022-92 Sites | Grid: Grid | Power: Grid+Solar | Avg Load: 3.0 kW,31.10.25 03:26,31.10.25 03:26
PH038,PH0038RD,14.08.21,Preah Vihear,,,,4.72,590W 78MH590W,PO: PON2021300935 | Project: Solar 2021-500 sites | Grid: Grid | Power: Grid+Solar | Avg Load: 3.2 kW,31.10.25 03:26,31.10.25 03:26
PH039,PH0039,14.08.24,Preah Vihear,,,,8.4,700W NB-700W,PO: PON2024300476 | Project: Solar 2024-150 sites | Grid: Grid | Power: Grid+Solar | Avg Load: 3.7 kW,31.10.25 03:26,31.10.25 03:26
PH042,PH0042P,06.09.20,Preah Vihear,,,,4.35,435W JKM-435M,PO: PON2020301281 | Project: Solar 2020-Phase 2 | Grid: Grid | Power: Grid+Solar | Avg Load: 2.1 kW,31.10.25 03:26,31.10.25 03:26
PH044,PH0044RD,25.11.23,Preah Vihear,,,,6.48,540W 52240289,PO: PON2023301573 | Project: Solar 2023-71 sites to offgrid | Grid: Grid | Power: Grid+Solar | Avg Load: 1.9 kW,31.10.25 03:26,31.10.25 03:26
PH047,PH0047RD,11.08.21,Preah Vihear,,,,4.72,590W 78MH590W,PO: PON2021300935 | Project: Solar 2021-500 sites | Grid: Grid | Power: Grid+Solar | Avg Load: 2.2 kW,31.10.25 03:26,31.10.25 03:26
PH048,PH0048RD,06.09.20,Preah Vihear,,,,4.35,435W JKM-435M,PO: PON2020301281 | Project: Solar 2020-Phase 2 | Grid: Grid | Power: Grid+Solar | Avg Load: 2.3 kW,31.10.25 03:26,31.10.25 03:26
PH049,PH0049P,12.08.21,Preah Vihear,,,,4.72,590W 78MH590W,PO: PON2021300935 | Project: Solar 2021-500 sites | Grid: Grid | Power: Grid+Solar | Avg Load: 2.2 kW,31.10.25 03:26,31.10.25 03:26
PH051,PH0051P,28.09.23,Preah Vihear,,,,8.04,670W MH-670W,PO: PON2023301434 | Project: Solar 2023-71 sites to offgrid | Grid: No Grid | Power: PowerCube+Solar | Avg Load: 1.9 kW,31.10.25 03:26,31.10.25 03:26
PH052,PH0052P,07.09.24,Preah Vihear,,,,4.2,700W NB-700W,PO: PON2024300652 | Project: Solar 2024-150 sites | Grid: Grid | Power: Grid+Solar | Avg Load: 2.2 kW,31.10.25 03:26,31.10.25 03:26
PH053,PH0053P,01.11.23,Preah Vihear,,,,8.04,670W MH-670W,PO: PON2023301434 | Project: Solar 2023-71 sites to offgrid | Grid: Grid | Power: Grid+Solar | Avg Load: 2.1 kW,31.10.25 03:26,31.10.25 03:26
PH055,PH0055P,06.09.24,Preah Vihear,,,,4.2,700W NB-700W,PO: PON2024300652 | Project: Solar 2024-150 sites | Grid: Grid | Power: Grid+Solar | Avg Load: 2.0 kW,31.10.25 03:26,31.10.25 03:26
PH056,PH0056RD,28.04.23,Preah Vihear,,,,4.02,670W MH-670W,PO: PON2023300538 | Project: Solar 2023-150 sites | Grid: Grid | Power: Grid+Solar | Avg Load: 2.2 kW,31.10.25 03:26,31.10.25 03:26
PH057,PH0057P,11.09.21,Preah Vihear,,,,4.72,590W 78MH590W,PO: PON2021300935 | Project: Solar 2021-500 sites | Grid: Grid | Power: Grid+Solar | Avg Load: 2.1 kW,31.10.25 03:26,31.10.25 03:26
PH059,PH0059P,06.09.20,Preah Vihear,,,,2.61,435W JKM-435M,PO: PON2020301281 | Project: Solar 2020-Phase 2 | Grid: No Grid | Power: PowerCube+Solar | Avg Load: 2.4 kW,31.10.25 03:26,31.10.25 03:26
PH060,PH0060P,11.08.21,Preah Vihear,,,,4.72,590W 78MH590W,PO: PON2021300935 | Project: Solar 2021-500 sites | Grid: Grid | Power: Grid+Solar | Avg Load: 1.6 kW,31.10.25 03:26,31.10.25 03:26
PH061,PH0061P,13.08.21,Preah Vihear,,,,4.72,590W 78MH590W,PO: PON2021300935 | Project: Solar 2021-500 sites | Grid: Grid | Power: Grid+Solar | Avg Load: 1.7 kW,31.10.25 03:26,31.10.25 03:26
PH062,PH0062P,02.05.23,Preah Vihear,,,,4.02,670W MH-670W,PO: PON2023300538 | Project: Solar 2023-150 sites | Grid: Grid | Power: Grid+Solar | Avg Load: 1.6 kW,31.10.25 03:26,31.10.25 03:26
PH063,PH0063RD,14.08.21,Preah Vihear,,,,4.72,590W 78MH590W,PO: PON2021300935 | Project: Solar 2021-500 sites | Grid: Grid | Power: Grid+Solar | Avg Load: 2.3 kW,31.10.25 03:26,31.10.25 03:26
PH066,PH0066P,06.09.20,Preah Vihear,,,,2.61,435W JKM-435M,PO: PON2020301281 | Project: Solar 2020-Phase 2 | Grid: No Grid | Power: PowerCube+Solar | Avg Load: 3.4 kW,31.10.25 03:26,31.10.25 03:26
PH069,PH0069P,06.10.22,Preah Vihear,,,,3.99,665W MH-665W,PO: PON2022301849 | Project: Solar 2022-92 Sites | Grid: Grid | Power: Grid+Solar | Avg Load: 2.4 kW,31.10.25 03:26,31.10.25 03:26
PH071,PH0071P,06.10.22,Preah Vihear,,,,3.99,665W MH-665W,PO: PON2022301849 | Project: Solar 2022-92 Sites | Grid: Grid | Power: Grid+Solar | Avg Load: 1.9 kW,31.10.25 03:26,31.10.25 03:26
PH093,PH0093RD,30.04.23,Preah Vihear,,,,4.02,670W MH-670W,PO: PON2023300538 | Project: Solar 2023-150 sites | Grid: Grid | Power: Grid+Solar | Avg Load: 1.8 kW,31.10.25 03:26,31.10.25 03:26
PH094,PH0094RD,06.12.23,Preah Vihear,,,,3.99,665W MH-665W,PO: PON2023301522 | Project: Solar 2023-100 Sites | Grid: Grid | Power: Grid+Solar | Avg Load: 2.2 kW,31.10.25 03:26,31.10.25 03:26
PH095,PH0095RD,27.04.23,Preah Vihear,,,,4.02,670W MH-670W,PO: PON2023300538 | Project: Solar 2023-150 sites | Grid: Grid | Power: Grid+Solar | Avg Load: 1.9 kW,31.10.25 03:26,31.10.25 03:26
PH096,PH0096RD,02.05.23,Preah Vihear,,,,4.02,670W MH-670W,PO: PON2023300538 | Project: Solar 2023-150 sites | Grid: Grid | Power: Grid+Solar | Avg Load: 1.8 kW,31.10.25 03:26,31.10.25 03:26
PH100,PH0100P,06.09.24,Preah Vihear,,,,4.2,700W NB-700W,PO: PON2024300476 | Project: Solar 2024-150 sites | Grid: Grid | Power: Grid+Solar | Avg Load: 2.0 kW,31.10.25 03:26,31.10.25 03:26
PH102,PH0102P,08.09.24,Preah Vihear,,,,8.4,700W NB-700W,PO: PON2024300476 | Project: Solar 2024-150 sites | Grid: No Grid | Power: PowerCube+Solar | Avg Load: 1.9 kW,31.10.25 03:26,31.10.25 03:26
PL001,PL0001,08.08.24,Pailin,,,,8.4,700W NB-700W,PO: PON2024300476 | Project: Solar 2024-150 sites | Grid: Grid | Power: Grid+Solar | Avg Load: 6.9 kW,31.10.25 03:26,31.10.25 03:26
PL011,PL0011P,12.06.22,Pailin,,,,3.9,650W MH-650W,PO: PON2022300392 | Project: Solar 2022-150 Sites | Grid: Grid | Power: Grid+Solar | Avg Load: 5.2 kW,31.10.25 03:26,31.10.25 03:26
PL013,PL0013P,14.06.22,Pailin,,,,3.9,650W MH-650W,PO: PON2022300392 | Project: Solar 2022-150 Sites | Grid: Grid | Power: Grid+Solar | Avg Load: 2.6 kW,31.10.25 03:26,31.10.25 03:26
PL018,PL0018P,12.06.22,Pailin,,,,3.9,650W MH-650W,PO: PON2022300392 | Project: Solar 2022-150 Sites | Grid: Grid | Power: Grid+Solar | Avg Load: 3.6 kW,31.10.25 03:26,31.10.25 03:26
PL019,PL0019P,13.06.22,Pailin,,,,3.9,650W MH-650W,PO: PON2022300392 | Project: Solar 2022-150 Sites | Grid: Grid | Power: Grid+Solar | Avg Load: 5.0 kW,31.10.25 03:26,31.10.25 03:26
PL022,PL0022P,23.08.21,Pailin,,,,4.72,590W 78MH590W,PO: PON2021300935 | Project: Solar 2021-500 sites | Grid: Grid | Power: Grid+Solar | Avg Load: 3.3 kW,31.10.25 03:26,31.10.25 03:26
PL023,PL0023P,08.08.24,Pailin,,,,4.2,700W NB-700W,PO: PON2024300476 | Project: Solar 2024-150 sites | Grid: Grid | Power: Grid+Solar | Avg Load: 2.6 kW,31.10.25 03:26,31.10.25 03:26
PL024,PL0024RD,08.08.24,Pailin,,,,4.2,700W NB-700W,PO: PON2024300476 | Project: Solar 2024-150 sites | Grid: Grid | Power: Grid+Solar | Avg Load: 3.9 kW,31.10.25 03:26,31.10.25 03:26
PL026,PL0026RD,08.08.24,Pailin,,,,4.2,700W NB-700W,PO: PON2024300476 | Project: Solar 2024-150 sites | Grid: Grid | Power: Grid+Solar | Avg Load: 2.0 kW,31.10.25 03:26,31.10.25 03:26
PL027,PL0027P,13.06.22,Pailin,,,,3.9,650W MH-650W,PO: PON2022300392 | Project: Solar 2022-150 Sites | Grid: Grid | Power: Grid+Solar | Avg Load: 3.7 kW,31.10.25 03:26,31.10.25 03:26
PL031,PL0031P,22.08.21,Pailin,,,,4.72,590W 78MH590W,PO: PON2021300935 | Project: Solar 2021-500 sites | Grid: Grid | Power: Grid+Solar | Avg Load: 3.9 kW,31.10.25 03:26,31.10.25 03:26
PL032,PL0032P,23.08.20,Pailin,,,,2.61,435W JKM-435M,PO: PON2020301281 | Project: Solar 2020-Phase 2 | Grid: Grid | Power: Grid+Solar | Avg Load: 2.6 kW,31.10.25 03:26,31.10.25 03:26
PP076,PP0076,12.09.24,Phnom Penh,,,,4.2,700W NB-700W,PO: PON2024300476 | Project: Solar 2024-150 sites | Grid: Grid | Power: Grid+Solar | Avg Load: 6.3 kW,31.10.25 03:26,31.10.25 03:26
KD164,KD0164P,,Kandal,,,,1.5,250W REC250PE,Project: Pilot site | Grid: Grid | Power: Grid+Solar | Avg Load: 6.2 kW,31.10.25 03:26,31.10.25 03:26
KD059,KD0059P,19.01.20,Kandal,,,,3.48,435W JKM-435M,Project: Solar 2020-Phase 0 | Grid: Grid | Power: Grid+Solar | Avg Load: 6.3 kW,31.10.25 03:26,31.10.25 03:26
KD152,KD0152R8,,Kandal,,,,1.5,250W REC250PE,Project: Pilot site | Grid: Grid | Power: Grid+Solar | Avg Load: 5.2 kW,31.10.25 03:26,31.10.25 03:26
PP197,PP0197,21.04.23,Phnom Penh,,,,4.02,670W MH-670W,PO: PON2023300539 | Project: Solar 2023-150 sites | Grid: Grid | Power: Grid+Solar | Avg Load: 4.0 kW,31.10.25 03:26,31.10.25 03:26
KD148,KD0148R1,30.06.21,Kandal,,,,3.54,590W 78MH590W,PO: PON2021300935 | Project: Solar 2021-500 sites | Grid: Grid | Power: Grid+Solar | Avg Load: 3.0 kW,31.10.25 03:26,31.10.25 03:26
KD226,KD0226P,23.05.20,Kandal,,,,2.61,435W JKM-435M,PO: PON2020301281 | Project: Solar 2020-Phase 1 | Grid: Grid | Power: Grid+Solar | Avg Load: 8.3 kW,31.10.25 03:26,31.10.25 03:26
KD197,KD0197P,27.05.20,Kandal,,,,2.61,435W JKM-435M,PO: PON2020301281 | Project: Solar 2020-Phase 1 | Grid: Grid | Power: Grid+Solar | Avg Load: 7.9 kW,31.10.25 03:26,31.10.25 03:26
PP469,PP0469,18.05.23,Phnom Penh,,,,4.02,670W MH-670W,PO: PON2023300539 | Project: Solar 2023-150 sites | Grid: Grid | Power: Grid+Solar | Avg Load: 7.0 kW,31.10.25 03:26,31.10.25 03:26
PP437,PP0437P,24.04.23,Phnom Penh,,,,4.02,670W MH-670W,PO: PON2023300539 | Project: Solar 2023-150 sites | Grid: Grid | Power: Grid+Solar | Avg Load: 5.9 kW,31.10.25 03:26,31.10.25 03:26
KD092,KD0092R4,17.08.21,Kandal,,,,4.72,590W 78MH590W,PO: PON2021300935 | Project: Solar 2021-500 sites | Grid: Grid | Power: Grid+Solar | Avg Load: 6.9 kW,31.10.25 03:26,31.10.25 03:26
KD243,KD0243P,09.06.22,Kandal,,,,3.9,650W MH-650W,PO: PON2022300392 | Project: Solar 2022-150 Sites | Grid: Grid | Power: Grid+Solar | Avg Load: 3.9 kW,31.10.25 03:26,31.10.25 03:26
KD199,KD0199R2,29.05.20,Kandal,,,,2.61,435W JKM-435M,PO: PON2020301281 | Project: Solar 2020-Phase 1 | Grid: Grid | Power: Grid+Solar | Avg Load: 6.4 kW,31.10.25 03:26,31.10.25 03:26
KD180,KD0180P,,Kandal,,,,1.5,250W REC250PE,Project: Pilot site | Grid: Grid | Power: Grid+Solar | Avg Load: 3.7 kW,31.10.25 03:26,31.10.25 03:26
KD120,KD0120P,22.07.21,Kandal,,,,4.72,590W 78MH590W,PO: PON2021300935 | Project: Solar 2021-500 sites | Grid: Grid | Power: Grid+Solar | Avg Load: 6.7 kW,31.10.25 03:26,31.10.25 03:26
KD274,KD0274P,12.11.23,Kandal,,,,3.99,665W MH-665W,PO: PON2023301522 | Project: Solar 2023-100 Sites | Grid: Grid | Power: Grid+Solar | Avg Load: 7.7 kW,31.10.25 03:26,31.10.25 03:26
KD105,KD0105R1,21.11.23,Kandal,,,,3.99,665W MH-665W,PO: PON2023301522 | Project: Solar 2023-100 Sites | Grid: Grid | Power: Grid+Solar | Avg Load: 9.7 kW,31.10.25 03:26,31.10.25 03:26
KD282,KD0282R1,21.11.23,Kandal,,,,3.99,665W MH-665W,PO: PON2023301522 | Project: Solar 2023-100 Sites | Grid: Grid | Power: Grid+Solar | Avg Load: 7.0 kW,31.10.25 03:26,31.10.25 03:26
KD266,KD0266R1,22.11.23,Kandal,,,,3.99,665W MH-665W,PO: PON2023301522 | Project: Solar 2023-100 Sites | Grid: Grid | Power: Grid+Solar | Avg Load: 5.6 kW,31.10.25 03:26,31.10.25 03:26
PP355,PP0355,30.11.23,Phnom Penh,,,,3.99,665W MH-665W,PO: PON2023301522 | Project: Solar 2023-100 Sites | Grid: Grid | Power: Grid+Solar | Avg Load: 3.8 kW,31.10.25 03:26,31.10.25 03:26
KD096,KD0096R1,02.12.23,Kandal,,,,3.99,665W MH-665W,PO: PON2023301522 | Project: Solar 2023-100 Sites | Grid: Grid | Power: Grid+Solar | Avg Load: 5.4 kW,31.10.25 03:26,31.10.25 03:26
KD067,KD0067P,01.12.23,Kandal,,,,3.99,665W MH-665W,PO: PON2023301522 | Project: Solar 2023-100 Sites | Grid: Grid | Power: Grid+Solar | Avg Load: 5.6 kW,31.10.25 03:26,31.10.25 03:26
KD014,KD0014R1,30.11.23,Kandal,,,,3.99,665W MH-665W,PO: PON2023301522 | Project: Solar 2023-100 Sites | Grid: Grid | Power: Grid+Solar | Avg Load: 11.8 kW,31.10.25 03:26,31.10.25 03:26
